cell_id,event_id,event_date,lat,lon,bmc_ward_code,rainfall_24h_mm,antecedent_rainfall_3d_mm,antecedent_rainfall_7d_mm,peak_hourly_rainfall_mm,elevation_mean_m,slope_mean_deg,builtup_fraction,water_fraction,vegetation_fraction,dist_to_water_m,dist_to_drainage_m,flood_area_m2,flood_fraction,observed_flooded
CELL_0370,CTRL_2024_03_12,2024-03-12,19.000261,72.824441,G/S,0.0,0.0,0.0,0.0,22.74,1.19,0.388,0.0,0.086,3513.8,3513.8,0.0,0.0,0
CELL_0371,CTRL_2024_03_12,2024-03-12,19.004777,72.824382,G/S,0.0,0.0,0.0,0.0,22.3,1.17,0.388,0.0,0.086,3034.1,3034.1,0.0,0.0,0
CELL_0372,CTRL_2024_03_12,2024-03-12,19.009293,72.824323,G/S,0.0,0.0,0.0,0.0,21.85,1.15,0.388,0.0,0.086,2554.4,2554.4,0.0,0.0,0
CELL_0373,CTRL_2024_03_12,2024-03-12,19.013808,72.824264,G/S,0.0,0.0,0.0,0.0,21.37,1.11,0.388,0.0,0.086,2074.7,2074.7,0.0,0.0,0
CELL_0374,CTRL_2024_03_12,2024-03-12,19.018324,72.824206,UNKNOWN,0.0,0.0,0.0,0.0,27.03,2.16,0.39,0.0,0.16,1595.1,1595.1,0.0,0.0,0
CELL_0375,CTRL_2024_03_12,2024-03-12,19.040902,72.823911,UNKNOWN,0.0,0.0,0.0,0.0,24.46,1.54,0.39,0.005,0.16,765.2,765.2,0.0,0.0,0
CELL_0376,CTRL_2024_03_12,2024-03-12,19.045417,72.823853,H/W,0.0,0.0,0.0,0.0,19.44,1.08,0.404,0.001,0.077,1181.2,1181.2,0.0,0.0,0
CELL_0377,CTRL_2024_03_12,2024-03-12,19.049933,72.823794,H/W,0.0,0.0,0.0,0.0,19.29,1.21,0.404,0.0,0.077,1597.2,1597.2,0.0,0.0,0
CELL_0378,CTRL_2024_03_12,2024-03-12,19.054448,72.823735,H/W,0.0,0.0,0.0,0.0,19.06,1.29,0.404,0.0,0.077,2013.2,2013.2,0.0,0.0,0
CELL_0379,CTRL_2024_03_12,2024-03-12,19.058964,72.823676,H/W,0.0,0.0,0.0,0.0,18.78,1.33,0.404,0.0,0.077,2429.3,2429.3,0.0,0.0,0
CELL_0380,CTRL_2024_03_12,2024-03-12,19.063479,72.823617,H/W,0.0,0.0,0.0,0.0,18.48,1.36,0.404,0.0,0.077,2845.3,2845.3,0.0,0.0,0
CELL_0381,CTRL_2024_03_12,2024-03-12,19.067995,72.823558,H/W,0.0,0.0,0.0,0.0,18.17,1.38,0.404,0.0,0.077,3261.3,3261.3,0.0,0.0,0
CELL_0382,CTRL_2024_03_12,2024-03-12,19.07251,72.823499,H/W,0.0,0.0,0.0,0.0,17.84,1.39,0.404,0.0,0.077,3645.3,3645.3,0.0,0.0,0
CELL_0383,CTRL_2024_03_12,2024-03-12,19.077026,72.82344,H/W,0.0,0.0,0.0,0.0,17.51,1.39,0.404,0.0,0.077,4023.1,4023.1,0.0,0.0,0
CELL_0384,CTRL_2024_03_12,2024-03-12,19.081541,72.823381,H/W,0.0,0.0,0.0,0.0,17.18,1.39,0.404,0.0,0.077,4400.9,4400.9,0.0,0.0,0
CELL_0385,CTRL_2024_03_12,2024-03-12,19.086057,72.823322,UNKNOWN,0.0,0.0,0.0,0.0,21.95,2.49,0.39,0.0,0.16,4778.8,4778.8,0.0,0.0,0
CELL_0386,CTRL_2024_03_12,2024-03-12,19.099603,72.823145,UNKNOWN,0.0,0.0,0.0,0.0,20.82,2.47,0.39,0.0,0.16,3532.1,3532.1,0.0,0.0,0
CELL_0387,CTRL_2024_03_12,2024-03-12,19.104119,72.823086,UNKNOWN,0.0,0.0,0.0,0.0,20.43,2.44,0.39,0.0,0.16,3032.8,3032.8,0.0,0.0,0
CELL_0388,CTRL_2024_03_12,2024-03-12,19.108634,72.823027,UNKNOWN,0.0,0.0,0.0,0.0,20.03,2.39,0.39,0.0,0.16,2533.9,2533.9,0.0,0.0,0
CELL_0389,CTRL_2024_03_12,2024-03-12,19.11315,72.822967,K/W,0.0,0.0,0.0,0.0,17.29,1.84,0.387,0.0,0.118,2035.4,2035.4,0.0,0.0,0
CELL_0390,CTRL_2024_03_12,2024-03-12,19.117665,72.822908,K/W,0.0,0.0,0.0,0.0,16.8,1.71,0.387,0.0,0.118,1538.0,1538.0,0.0,0.0,0
CELL_0391,CTRL_2024_03_12,2024-03-12,19.122181,72.822849,K/W,0.0,0.0,0.0,0.0,16.18,1.46,0.387,0.001,0.118,1043.1,1043.1,0.0,0.0,0
CELL_0392,CTRL_2024_03_12,2024-03-12,19.126696,72.82279,K/W,0.0,0.0,0.0,0.0,15.1,1.0,0.387,0.015,0.118,557.1,557.1,0.0,0.0,0
CELL_0393,CTRL_2024_03_12,2024-03-12,19.131212,72.822731,K/W,0.0,0.0,0.0,0.0,9.99,0.4,0.71,0.167,0.118,80.6,80.6,0.0,0.0,0
CELL_0394,CTRL_2024_03_12,2024-03-12,19.135727,72.822672,K/W,0.0,0.0,0.0,0.0,13.93,0.78,0.71,0.035,0.118,395.9,395.9,0.0,0.0,0
CELL_0395,CTRL_2024_03_12,2024-03-12,19.140243,72.822612,K/W,0.0,0.0,0.0,0.0,14.84,1.33,0.71,0.003,0.118,872.3,872.3,0.0,0.0,0
CELL_0396,CTRL_2024_03_12,2024-03-12,19.144758,72.822553,K/W,0.0,0.0,0.0,0.0,15.0,1.63,0.71,0.0,0.118,1348.8,1348.8,0.0,0.0,0
CELL_0397,CTRL_2024_03_12,2024-03-12,19.149274,72.822494,K/W,0.0,0.0,0.0,0.0,14.96,1.8,0.71,0.0,0.118,1825.3,1825.3,0.0,0.0,0
CELL_0398,CTRL_2024_03_12,2024-03-12,19.153789,72.822435,P/S,0.0,0.0,0.0,0.0,18.27,2.74,0.356,0.0,0.166,2301.7,2301.7,0.0,0.0,0
CELL_0399,CTRL_2024_03_12,2024-03-12,19.158305,72.822375,P/S,0.0,0.0,0.0,0.0,18.15,2.81,0.356,0.0,0.166,2778.2,2778.2,0.0,0.0,0
CELL_0400,CTRL_2024_03_12,2024-03-12,19.16282,72.822316,P/S,0.0,0.0,0.0,0.0,18.03,2.85,0.356,0.0,0.166,3254.6,3254.6,0.0,0.0,0
CELL_0401,CTRL_2024_03_12,2024-03-12,19.167336,72.822257,P/N,0.0,0.0,0.0,0.0,18.98,3.05,0.352,0.0,0.179,3269.3,3269.3,0.0,0.0,0
CELL_0402,CTRL_2024_03_12,2024-03-12,19.171851,72.822197,P/N,0.0,0.0,0.0,0.0,18.79,3.0,0.352,0.0,0.179,2776.8,2776.8,0.0,0.0,0
CELL_0403,CTRL_2024_03_12,2024-03-12,19.176367,72.822138,P/N,0.0,0.0,0.0,0.0,18.61,2.92,0.352,0.0,0.179,2287.6,2287.6,0.0,0.0,0
CELL_0404,CTRL_2024_03_12,2024-03-12,19.180882,72.822079,P/N,0.0,0.0,0.0,0.0,18.42,2.78,0.352,0.0,0.179,1804.3,1804.3,0.0,0.0,0
CELL_0405,CTRL_2024_03_12,2024-03-12,19.185398,72.822019,P/N,0.0,0.0,0.0,0.0,18.18,2.51,0.352,0.0,0.179,1333.4,1333.4,0.0,0.0,0
CELL_0406,CTRL_2024_03_12,2024-03-12,19.189913,72.82196,P/N,0.0,0.0,0.0,0.0,17.82,2.09,0.352,0.003,0.179,894.7,894.7,0.0,0.0,0
CELL_0407,CTRL_2024_03_12,2024-03-12,19.194429,72.8219,P/N,0.0,0.0,0.0,0.0,17.26,1.58,0.352,0.015,0.179,568.2,568.2,0.0,0.0,0
CELL_0408,CTRL_2024_03_12,2024-03-12,19.198944,72.821841,P/N,0.0,0.0,0.0,0.0,17.38,1.61,0.352,0.013,0.179,587.7,587.7,0.0,0.0,0
CELL_0409,CTRL_2024_03_12,2024-03-12,19.20346,72.821782,P/N,0.0,0.0,0.0,0.0,18.06,2.13,0.352,0.002,0.179,931.6,931.6,0.0,0.0,0
CELL_0410,CTRL_2024_03_12,2024-03-12,19.207975,72.821722,R/S,0.0,0.0,0.0,0.0,20.03,2.79,0.337,0.0,0.201,1374.9,1374.9,0.0,0.0,0
CELL_0411,CTRL_2024_03_12,2024-03-12,19.212491,72.821663,R/S,0.0,0.0,0.0,0.0,20.39,3.06,0.337,0.0,0.201,1847.4,1847.4,0.0,0.0,0
CELL_0412,CTRL_2024_03_12,2024-03-12,19.217006,72.821603,R/C,0.0,0.0,0.0,0.0,23.59,3.97,0.314,0.0,0.254,2330.9,2330.9,0.0,0.0,0
CELL_0413,CTRL_2024_03_12,2024-03-12,19.221521,72.821544,R/C,0.0,0.0,0.0,0.0,23.87,4.08,0.314,0.0,0.254,2816.0,2816.0,0.0,0.0,0
CELL_0414,CTRL_2024_03_12,2024-03-12,19.226037,72.821484,R/C,0.0,0.0,0.0,0.0,24.04,4.0,0.314,0.0,0.254,2450.3,2450.3,0.0,0.0,0
CELL_0415,CTRL_2024_03_12,2024-03-12,19.230552,72.821424,R/C,0.0,0.0,0.0,0.0,24.18,3.86,0.314,0.0,0.254,2006.5,2006.5,0.0,0.0,0
CELL_0416,CTRL_2024_03_12,2024-03-12,19.235068,72.821365,R/C,0.0,0.0,0.0,0.0,24.3,3.63,0.314,0.0,0.254,1596.5,1596.5,0.0,0.0,0
CELL_0417,CTRL_2024_03_12,2024-03-12,19.239583,72.821305,R/C,0.0,0.0,0.0,0.0,24.39,3.32,0.314,0.0,0.254,1253.5,1253.5,0.0,0.0,0
CELL_0418,CTRL_2024_03_12,2024-03-12,19.244099,72.821246,R/C,0.0,0.0,0.0,0.0,24.51,3.06,0.314,0.001,0.254,1045.8,1045.8,0.0,0.0,0
CELL_0419,CTRL_2024_03_12,2024-03-12,19.248614,72.821186,UNKNOWN,0.0,0.0,0.0,0.0,18.21,1.83,0.39,0.001,0.16,1056.4,1056.4,0.0,0.0,0
CELL_0420,CTRL_2024_03_12,2024-03-12,18.910005,72.830356,UNKNOWN,0.0,0.0,0.0,0.0,36.87,2.5,0.39,0.0,0.16,10783.1,10783.1,0.0,0.0,0
CELL_0421,CTRL_2024_03_12,2024-03-12,18.914521,72.830298,A,0.0,0.0,0.0,0.0,28.67,0.8,0.428,0.0,0.049,10430.6,10430.6,0.0,0.0,0
CELL_0422,CTRL_2024_03_12,2024-03-12,18.919036,72.83024,A,0.0,0.0,0.0,0.0,28.27,0.8,0.428,0.0,0.049,10090.6,10090.6,0.0,0.0,0
CELL_0423,CTRL_2024_03_12,2024-03-12,18.923552,72.830181,A,0.0,0.0,0.0,0.0,27.87,0.8,0.428,0.0,0.049,9764.4,9764.4,0.0,0.0,0
CELL_0424,CTRL_2024_03_12,2024-03-12,18.928068,72.830123,A,0.0,0.0,0.0,0.0,27.48,0.8,0.428,0.0,0.049,9453.3,9453.3,0.0,0.0,0
CELL_0425,CTRL_2024_03_12,2024-03-12,18.932583,72.830065,A,0.0,0.0,0.0,0.0,27.08,0.8,0.428,0.0,0.049,9159.0,9159.0,0.0,0.0,0
CELL_0426,CTRL_2024_03_12,2024-03-12,18.937099,72.830006,A,0.0,0.0,0.0,0.0,26.68,0.8,0.428,0.0,0.049,8883.2,8883.2,0.0,0.0,0
CELL_0427,CTRL_2024_03_12,2024-03-12,18.941615,72.829948,A,0.0,0.0,0.0,0.0,26.29,0.8,0.428,0.0,0.049,8627.5,8627.5,0.0,0.0,0
CELL_0428,CTRL_2024_03_12,2024-03-12,18.94613,72.82989,C,0.0,0.0,0.0,0.0,24.79,0.6,0.413,0.0,0.042,8393.8,8393.8,0.0,0.0,0
CELL_0429,CTRL_2024_03_12,2024-03-12,18.950646,72.829831,C,0.0,0.0,0.0,0.0,24.4,0.6,0.413,0.0,0.042,8184.0,8184.0,0.0,0.0,0
CELL_0430,CTRL_2024_03_12,2024-03-12,18.955161,72.829773,C,0.0,0.0,0.0,0.0,24.0,0.6,0.413,0.0,0.042,8000.0,8000.0,0.0,0.0,0
CELL_0431,CTRL_2024_03_12,2024-03-12,18.959677,72.829714,C,0.0,0.0,0.0,0.0,23.61,0.6,0.413,0.0,0.042,7843.7,7843.7,0.0,0.0,0
CELL_0432,CTRL_2024_03_12,2024-03-12,18.964193,72.829656,E,0.0,0.0,0.0,0.0,25.01,0.9,0.437,0.0,0.054,7493.7,7493.7,0.0,0.0,0
CELL_0433,CTRL_2024_03_12,2024-03-12,18.968708,72.829597,E,0.0,0.0,0.0,0.0,24.61,0.9,0.437,0.0,0.054,7012.7,7012.7,0.0,0.0,0
CELL_0434,CTRL_2024_03_12,2024-03-12,18.973224,72.829539,E,0.0,0.0,0.0,0.0,24.21,0.9,0.437,0.0,0.054,6533.0,6533.0,0.0,0.0,0
CELL_0435,CTRL_2024_03_12,2024-03-12,18.977739,72.82948,E,0.0,0.0,0.0,0.0,23.8,0.9,0.437,0.0,0.054,6053.3,6053.3,0.0,0.0,0
CELL_0436,CTRL_2024_03_12,2024-03-12,18.982255,72.829422,E,0.0,0.0,0.0,0.0,23.4,0.9,0.437,0.0,0.054,5573.6,5573.6,0.0,0.0,0
CELL_0437,CTRL_2024_03_12,2024-03-12,18.986771,72.829363,G/S,0.0,0.0,0.0,0.0,23.89,1.2,0.388,0.0,0.086,5093.9,5093.9,0.0,0.0,0
CELL_0438,CTRL_2024_03_12,2024-03-12,18.991286,72.829305,G/S,0.0,0.0,0.0,0.0,23.48,1.2,0.388,0.0,0.086,4614.2,4614.2,0.0,0.0,0
CELL_0439,CTRL_2024_03_12,2024-03-12,18.995802,72.829246,G/S,0.0,0.0,0.0,0.0,23.06,1.19,0.388,0.0,0.086,4134.6,4134.6,0.0,0.0,0
CELL_0440,CTRL_2024_03_12,2024-03-12,19.000317,72.829188,G/S,0.0,0.0,0.0,0.0,22.64,1.19,0.388,0.0,0.086,3654.9,3654.9,0.0,0.0,0
CELL_0441,CTRL_2024_03_12,2024-03-12,19.004833,72.829129,G/S,0.0,0.0,0.0,0.0,22.21,1.18,0.388,0.0,0.086,3175.2,3175.2,0.0,0.0,0
CELL_0442,CTRL_2024_03_12,2024-03-12,19.009348,72.82907,G/S,0.0,0.0,0.0,0.0,21.76,1.16,0.388,0.0,0.086,2695.5,2695.5,0.0,0.0,0
CELL_0443,CTRL_2024_03_12,2024-03-12,19.013864,72.829012,G/S,0.0,0.0,0.0,0.0,21.29,1.12,0.388,0.0,0.086,2215.8,2215.8,0.0,0.0,0
CELL_0444,CTRL_2024_03_12,2024-03-12,19.01838,72.828953,G/N,0.0,0.0,0.0,0.0,22.07,1.33,0.367,0.0,0.114,1736.1,1736.1,0.0,0.0,0
CELL_0445,CTRL_2024_03_12,2024-03-12,19.022895,72.828895,UNKNOWN,0.0,0.0,0.0,0.0,26.35,1.98,0.39,0.0,0.16,1256.5,1256.5,0.0,0.0,0
CELL_0446,CTRL_2024_03_12,2024-03-12,19.045473,72.828601,H/W,0.0,0.0,0.0,0.0,19.04,0.95,0.404,0.003,0.077,903.8,903.8,0.0,0.0,0
CELL_0447,CTRL_2024_03_12,2024-03-12,19.049989,72.828542,H/W,0.0,0.0,0.0,0.0,19.01,1.13,0.404,0.0,0.077,1319.9,1319.9,0.0,0.0,0
CELL_0448,CTRL_2024_03_12,2024-03-12,19.054504,72.828483,H/W,0.0,0.0,0.0,0.0,18.83,1.24,0.404,0.0,0.077,1735.9,1735.9,0.0,0.0,0
CELL_0449,CTRL_2024_03_12,2024-03-12,19.05902,72.828425,H/W,0.0,0.0,0.0,0.0,18.58,1.3,0.404,0.0,0.077,2151.9,2151.9,0.0,0.0,0
CELL_0450,CTRL_2024_03_12,2024-03-12,19.063535,72.828366,H/W,0.0,0.0,0.0,0.0,18.29,1.34,0.404,0.0,0.077,2562.1,2562.1,0.0,0.0,0
CELL_0451,CTRL_2024_03_12,2024-03-12,19.068051,72.828307,H/W,0.0,0.0,0.0,0.0,17.97,1.36,0.404,0.0,0.077,2939.9,2939.9,0.0,0.0,0
CELL_0452,CTRL_2024_03_12,2024-03-12,19.072566,72.828248,H/W,0.0,0.0,0.0,0.0,17.65,1.38,0.404,0.0,0.077,3317.8,3317.8,0.0,0.0,0
CELL_0453,CTRL_2024_03_12,2024-03-12,19.077082,72.828189,H/W,0.0,0.0,0.0,0.0,17.32,1.39,0.404,0.0,0.077,3695.6,3695.6,0.0,0.0,0
CELL_0454,CTRL_2024_03_12,2024-03-12,19.081597,72.82813,H/W,0.0,0.0,0.0,0.0,16.98,1.39,0.404,0.0,0.077,4073.5,4073.5,0.0,0.0,0
CELL_0455,CTRL_2024_03_12,2024-03-12,19.086113,72.828072,K/W,0.0,0.0,0.0,0.0,19.44,1.99,0.387,0.0,0.118,4421.0,4421.0,0.0,0.0,0
CELL_0456,CTRL_2024_03_12,2024-03-12,19.090628,72.828013,K/W,0.0,0.0,0.0,0.0,19.1,1.99,0.387,0.0,0.118,4578.2,4578.2,0.0,0.0,0
CELL_0457,CTRL_2024_03_12,2024-03-12,19.095144,72.827954,K/W,0.0,0.0,0.0,0.0,18.71,1.99,0.387,0.0,0.118,4084.4,4084.4,0.0,0.0,0
CELL_0458,CTRL_2024_03_12,2024-03-12,19.09966,72.827895,K/W,0.0,0.0,0.0,0.0,18.32,1.98,0.387,0.0,0.118,3592.3,3592.3,0.0,0.0,0
CELL_0459,CTRL_2024_03_12,2024-03-12,19.104175,72.827836,K/W,0.0,0.0,0.0,0.0,17.93,1.96,0.387,0.0,0.118,3102.8,3102.8,0.0,0.0,0
CELL_0460,CTRL_2024_03_12,2024-03-12,19.108691,72.827777,K/W,0.0,0.0,0.0,0.0,17.52,1.92,0.387,0.0,0.118,2617.2,2617.2,0.0,0.0,0
CELL_0461,CTRL_2024_03_12,2024-03-12,19.113206,72.827718,K/W,0.0,0.0,0.0,0.0,17.09,1.86,0.387,0.0,0.118,2138.1,2138.1,0.0,0.0,0
CELL_0462,CTRL_2024_03_12,2024-03-12,19.117722,72.827659,K/W,0.0,0.0,0.0,0.0,16.62,1.75,0.387,0.0,0.118,1661.6,1661.6,0.0,0.0,0
CELL_0463,CTRL_2024_03_12,2024-03-12,19.122237,72.8276,K/W,0.0,0.0,0.0,0.0,16.04,1.55,0.387,0.001,0.118,1185.1,1185.1,0.0,0.0,0
CELL_0464,CTRL_2024_03_12,2024-03-12,19.126753,72.827541,K/W,0.0,0.0,0.0,0.0,15.18,1.18,0.387,0.007,0.118,708.7,708.7,0.0,0.0,0
CELL_0465,CTRL_2024_03_12,2024-03-12,19.131268,72.827482,K/W,0.0,0.0,0.0,0.0,12.75,0.5,0.71,0.078,0.118,232.2,232.2,0.0,0.0,0
CELL_0466,CTRL_2024_03_12,2024-03-12,19.135784,72.827423,K/W,0.0,0.0,0.0,0.0,12.58,0.53,0.71,0.074,0.118,244.3,244.3,0.0,0.0,0
CELL_0467,CTRL_2024_03_12,2024-03-12,19.140299,72.827364,K/W,0.0,0.0,0.0,0.0,14.32,1.19,0.71,0.007,0.118,720.7,720.7,0.0,0.0,0
CELL_0468,CTRL_2024_03_12,2024-03-12,19.144815,72.827304,K/W,0.0,0.0,0.0,0.0,14.59,1.55,0.71,0.001,0.118,1197.2,1197.2,0.0,0.0,0
CELL_0469,CTRL_2024_03_12,2024-03-12,19.14933,72.827245,K/W,0.0,0.0,0.0,0.0,14.59,1.75,0.71,0.0,0.118,1673.6,1673.6,0.0,0.0,0
CELL_0470,CTRL_2024_03_12,2024-03-12,19.153846,72.827186,P/S,0.0,0.0,0.0,0.0,17.9,2.7,0.356,0.0,0.166,2150.1,2150.1,0.0,0.0,0
CELL_0471,CTRL_2024_03_12,2024-03-12,19.158361,72.827127,P/S,0.0,0.0,0.0,0.0,17.78,2.79,0.356,0.0,0.166,2626.6,2626.6,0.0,0.0,0
CELL_0472,CTRL_2024_03_12,2024-03-12,19.162877,72.827068,P/S,0.0,0.0,0.0,0.0,17.65,2.84,0.356,0.0,0.166,3103.0,3103.0,0.0,0.0,0
CELL_0473,CTRL_2024_03_12,2024-03-12,19.167392,72.827009,P/S,0.0,0.0,0.0,0.0,17.5,2.85,0.356,0.0,0.166,3227.6,3227.6,0.0,0.0,0
CELL_0474,CTRL_2024_03_12,2024-03-12,19.171908,72.826949,P/S,0.0,0.0,0.0,0.0,17.3,2.8,0.356,0.0,0.166,2727.6,2727.6,0.0,0.0,0
CELL_0475,CTRL_2024_03_12,2024-03-12,19.176423,72.82689,P/N,0.0,0.0,0.0,0.0,18.21,2.91,0.352,0.0,0.179,2227.6,2227.6,0.0,0.0,0
CELL_0476,CTRL_2024_03_12,2024-03-12,19.180939,72.826831,P/N,0.0,0.0,0.0,0.0,18.0,2.74,0.352,0.0,0.179,1727.7,1727.7,0.0,0.0,0
CELL_0477,CTRL_2024_03_12,2024-03-12,19.185454,72.826772,P/N,0.0,0.0,0.0,0.0,17.72,2.43,0.352,0.001,0.179,1227.7,1227.7,0.0,0.0,0
CELL_0478,CTRL_2024_03_12,2024-03-12,19.18997,72.826712,P/N,0.0,0.0,0.0,0.0,17.17,1.85,0.352,0.007,0.179,727.8,727.8,0.0,0.0,0
CELL_0479,CTRL_2024_03_12,2024-03-12,19.194485,72.826653,P/N,0.0,0.0,0.0,0.0,15.01,0.77,0.352,0.08,0.179,228.5,228.5,0.0,0.0,0
CELL_0480,CTRL_2024_03_12,2024-03-12,19.199001,72.826594,P/N,0.0,0.0,0.0,0.0,15.48,0.89,0.352,0.065,0.179,269.4,269.4,0.0,0.0,0
CELL_0481,CTRL_2024_03_12,2024-03-12,19.203516,72.826535,R/S,0.0,0.0,0.0,0.0,18.93,2.08,0.337,0.006,0.201,754.4,754.4,0.0,0.0,0
CELL_0482,CTRL_2024_03_12,2024-03-12,19.208032,72.826475,R/S,0.0,0.0,0.0,0.0,19.58,2.68,0.337,0.001,0.201,1239.5,1239.5,0.0,0.0,0
CELL_0483,CTRL_2024_03_12,2024-03-12,19.212547,72.826416,R/S,0.0,0.0,0.0,0.0,19.98,3.01,0.337,0.0,0.201,1724.6,1724.6,0.0,0.0,0
CELL_0484,CTRL_2024_03_12,2024-03-12,19.217062,72.826356,R/C,0.0,0.0,0.0,0.0,23.21,3.93,0.314,0.0,0.254,2209.6,2209.6,0.0,0.0,0
CELL_0485,CTRL_2024_03_12,2024-03-12,19.221578,72.826297,R/C,0.0,0.0,0.0,0.0,23.52,4.06,0.314,0.0,0.254,2694.7,2694.7,0.0,0.0,0
CELL_0486,CTRL_2024_03_12,2024-03-12,19.226093,72.826238,R/C,0.0,0.0,0.0,0.0,23.68,3.96,0.314,0.0,0.254,2287.6,2287.6,0.0,0.0,0
CELL_0487,CTRL_2024_03_12,2024-03-12,19.230609,72.826178,R/C,0.0,0.0,0.0,0.0,23.81,3.76,0.314,0.0,0.254,1804.3,1804.3,0.0,0.0,0
CELL_0488,CTRL_2024_03_12,2024-03-12,19.235124,72.826119,R/C,0.0,0.0,0.0,0.0,23.87,3.41,0.314,0.0,0.254,1333.4,1333.4,0.0,0.0,0
CELL_0489,CTRL_2024_03_12,2024-03-12,19.23964,72.826059,R/C,0.0,0.0,0.0,0.0,23.78,2.83,0.314,0.003,0.254,894.7,894.7,0.0,0.0,0
CELL_0490,CTRL_2024_03_12,2024-03-12,19.244155,72.826,R/C,0.0,0.0,0.0,0.0,23.49,2.14,0.314,0.015,0.254,568.2,568.2,0.0,0.0,0
CELL_0491,CTRL_2024_03_12,2024-03-12,18.919092,72.834984,UNKNOWN,0.0,0.0,0.0,0.0,36.0,2.5,0.39,0.0,0.16,9723.7,9723.7,0.0,0.0,0
CELL_0492,CTRL_2024_03_12,2024-03-12,18.923607,72.834926,A,0.0,0.0,0.0,0.0,27.8,0.8,0.428,0.0,0.049,9384.7,9384.7,0.0,0.0,0
CELL_0493,CTRL_2024_03_12,2024-03-12,18.928123,72.834868,A,0.0,0.0,0.0,0.0,27.4,0.8,0.428,0.0,0.049,9060.6,9060.6,0.0,0.0,0
CELL_0494,CTRL_2024_03_12,2024-03-12,18.932639,72.83481,A,0.0,0.0,0.0,0.0,27.0,0.8,0.428,0.0,0.049,8753.1,8753.1,0.0,0.0,0
CELL_0495,CTRL_2024_03_12,2024-03-12,18.937154,72.834752,A,0.0,0.0,0.0,0.0,26.6,0.8,0.428,0.0,0.049,8464.0,8464.0,0.0,0.0,0
CELL_0496,CTRL_2024_03_12,2024-03-12,18.94167,72.834693,A,0.0,0.0,0.0,0.0,26.2,0.8,0.428,0.0,0.049,8195.3,8195.3,0.0,0.0,0
CELL_0497,CTRL_2024_03_12,2024-03-12,18.946186,72.834635,A,0.0,0.0,0.0,0.0,25.81,0.8,0.428,0.0,0.049,7948.9,7948.9,0.0,0.0,0
CELL_0498,CTRL_2024_03_12,2024-03-12,18.950701,72.834577,B,0.0,0.0,0.0,0.0,25.01,0.7,0.447,0.0,0.038,7727.0,7727.0,0.0,0.0,0
CELL_0499,CTRL_2024_03_12,2024-03-12,18.955217,72.834519,B,0.0,0.0,0.0,0.0,24.61,0.7,0.447,0.0,0.038,7531.9,7531.9,0.0,0.0,0
CELL_0500,CTRL_2024_03_12,2024-03-12,18.959732,72.83446,B,0.0,0.0,0.0,0.0,24.22,0.7,0.447,0.0,0.038,7365.6,7365.6,0.0,0.0,0
CELL_0501,CTRL_2024_03_12,2024-03-12,18.964248,72.834402,E,0.0,0.0,0.0,0.0,24.92,0.9,0.437,0.0,0.054,7230.1,7230.1,0.0,0.0,0
CELL_0502,CTRL_2024_03_12,2024-03-12,18.968764,72.834344,E,0.0,0.0,0.0,0.0,24.53,0.9,0.437,0.0,0.054,7127.2,7127.2,0.0,0.0,0
CELL_0503,CTRL_2024_03_12,2024-03-12,18.973279,72.834285,E,0.0,0.0,0.0,0.0,24.13,0.9,0.437,0.0,0.054,6674.1,6674.1,0.0,0.0,0
CELL_0504,CTRL_2024_03_12,2024-03-12,18.977795,72.834227,E,0.0,0.0,0.0,0.0,23.72,0.9,0.437,0.0,0.054,6194.4,6194.4,0.0,0.0,0
CELL_0505,CTRL_2024_03_12,2024-03-12,18.982311,72.834169,E,0.0,0.0,0.0,0.0,23.31,0.9,0.437,0.0,0.054,5714.7,5714.7,0.0,0.0,0
CELL_0506,CTRL_2024_03_12,2024-03-12,18.986826,72.83411,E,0.0,0.0,0.0,0.0,22.91,0.9,0.437,0.0,0.054,5235.0,5235.0,0.0,0.0,0
CELL_0507,CTRL_2024_03_12,2024-03-12,18.991342,72.834052,F/S,0.0,0.0,0.0,0.0,20.99,0.8,0.397,0.0,0.067,4755.3,4755.3,0.0,0.0,0
CELL_0508,CTRL_2024_03_12,2024-03-12,18.995857,72.833993,F/S,0.0,0.0,0.0,0.0,20.58,0.8,0.397,0.0,0.067,4275.6,4275.6,0.0,0.0,0
CELL_0509,CTRL_2024_03_12,2024-03-12,19.000373,72.833935,F/S,0.0,0.0,0.0,0.0,20.15,0.79,0.397,0.0,0.067,3796.0,3796.0,0.0,0.0,0
CELL_0510,CTRL_2024_03_12,2024-03-12,19.004889,72.833876,G/S,0.0,0.0,0.0,0.0,22.12,1.18,0.388,0.0,0.086,3316.3,3316.3,0.0,0.0,0
CELL_0511,CTRL_2024_03_12,2024-03-12,19.009404,72.833818,G/N,0.0,0.0,0.0,0.0,22.98,1.46,0.367,0.0,0.114,2836.6,2836.6,0.0,0.0,0
CELL_0512,CTRL_2024_03_12,2024-03-12,19.01392,72.833759,G/N,0.0,0.0,0.0,0.0,22.51,1.42,0.367,0.0,0.114,2359.9,2359.9,0.0,0.0,0
CELL_0513,CTRL_2024_03_12,2024-03-12,19.018435,72.833701,G/N,0.0,0.0,0.0,0.0,22.01,1.36,0.367,0.0,0.114,1895.2,1895.2,0.0,0.0,0
